Anos atividade,Região,Receitas,Ativos,Montante,BR,Prazo,# pmts pagas,Taxa ind.,Taxa med,target
13,7,2,3,30000,0,60,1.0,0.0528,0.0528,0
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
38,8,3,4,10000,1,36,31.0,0.0649,0.06579381027099179,0
4,6,1,1,15000,1,18,8.0,0.0557,0.0557,0
15,1,0,0,50000,1,12,12.0,0.0506,0.05057889174817194,0
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
3,7,2,1,75000,6,18,18.0,0.0781,0.07811713666807414,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
7,7,2,1,15000,5,36,1.0,0.0731,0.0731,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
4,8,1,3,10000,4,12,12.0,0.0417,0.047348030176066105,0
2,5,2,3,30000,5,36,19.0,0.0748,0.07474080214496032,0
4,7,3,3,20000,5,24,24.0,0.0708,0.07077165624231807,0
11,5,3,4,20000,5,12,12.0,0.0605,0.060462855650879305,0
5,7,4,2,20000,1,24,24.0,0.0609,0.07148108040443624,0
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
35,4,0,0,40000,1,48,3.0,0.0679,0.0679,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
8,7,2,3,50000,0,60,2.0,0.0528,0.0528,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
27,0,4,2,15000,1,18,18.0,0.0557,0.0707893851248221,0
1,5,2,1,15000,3,36,10.0,0.1,0.09993980000000001,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
4,3,1,3,10000,7,12,12.0,0.0856,0.09513970598276751,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
6,8,3,2,15000,5,24,13.0,0.0708,0.07080000000001067,0
9,5,3,2,100000,0,60,1.0,0.0528,0.0528,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
19,8,2,3,25000,1,36,25.0,0.0649,0.06585708851486327,0
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
5,8,2,3,25000,2,60,13.0,0.1,0.08334830202540805,0
18,8,2,3,15000,1,24,24.0,0.0609,0.06637582007775067,0
9,5,0,4,15000,4,24,24.0,0.0509,0.061112961231912614,0
12,0,4,3,15000,6,36,6.0,0.0874,0.0874,0
45,8,2,3,15000,6,36,12.0,0.0874,0.08740000000090695,0
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
41,4,3,0,15000,5,12,12.0,0.0605,0.06534448516951544,0
11,6,2,3,20000,5,12,12.0,0.0605,0.060451078159668006,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
22,7,2,3,10000,0,6,6.0,0.032,0.0349578159549416,0
9,7,3,4,25000,4,24,24.0,0.0509,0.0551251629673052,0
2,7,2,3,25000,6,24,24.0,0.0834,0.08330409446058197,0
3,8,2,1,10000,6,24,22.0,0.0834,0.08339670118553175,0
3,8,2,3,10000,4,24,1.0,0.0509,0.0509,0
4,0,1,3,15000,6,24,7.0,0.0834,0.0834,0
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
4,8,2,1,25000,5,36,3.0,0.0731,0.0731,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
5,3,2,3,5000,7,12,12.0,0.0856,0.0856,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
4,8,2,1,20000,5,36,4.0,0.0731,0.0731,0
10,7,3,4,15000,4,24,24.0,0.0509,0.05083087975995763,0
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
22,4,3,4,20000,7,24,16.0,0.0959,0.09589620213649916,0
31,7,0,4,20000,1,24,24.0,0.0609,0.060834173019272936,0
11,7,1,1,10000,5,36,2.0,0.0731,0.0731,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
3,7,3,1,10000,6,36,9.0,0.0874,0.0874,0
24,7,4,2,20000,1,24,24.0,0.0609,0.0609,0
1,8,1,1,5000,3,36,12.0,0.1,0.10000000000045149,0
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
8,8,2,1,10000,6,36,4.0,0.08560000000000001,0.08560000000000001,0
11,7,2,3,10000,4,24,5.0,0.0509,0.0509,0
6,5,3,3,5000,1,18,18.0,0.0557,0.056653161129290905,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
20,5,2,3,15000,0,48,6.0,0.0492,0.0492,0
2,8,2,3,20000,6,36,13.0,0.0874,0.08739400071589627,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
18,1,2,1,25000,1,36,8.0,0.0649,0.0649,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
14,5,2,1,15000,5,36,6.0,0.0748,0.0748,0
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
10,2,1,3,10000,7,24,24.0,0.0959,0.09575624500407026,0
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
10,2,3,0,20000,5,3,3.0,0.0605,0.060411,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
7,8,3,2,50000,5,18,18.0,0.06570000000000001,0.0656519193453777,0
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
18,7,2,3,20000,5,36,13.0,0.0748,0.07479727637600361,0
11,5,2,2,20000,6,36,23.0,0.0874,0.08734190955645467,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
8,7,4,4,20000,7,36,15.0,0.09990000000019456,0.09985824982223343,0
4,5,1,1,10000,5,36,0.0,0.0731,0.0731,0
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
10,7,2,3,15000,7,24,24.0,0.0958,0.09585223684882398,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
4,8,2,3,20000,5,24,23.0,0.0708,0.07076625914412933,0
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
9,8,0,4,50000,2,36,1.0,0.045,0.045,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
15,5,2,4,10000,5,24,24.0,0.0708,0.07069731315031291,0
32,7,1,2,25000,6,4,4.0,0.0731,0.073089,0
15,8,3,2,25000,6,24,24.0,0.0834,0.08339828035484045,0
11,7,2,3,25000,5,48,1.0,0.0779,0.0779,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
5,8,2,3,37000,6,36,12.0,0.0874,0.08727371084891482,0
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
5,5,1,1,10000,6,36,1.0,0.08560000000000001,0.08560000000000001,0
6,5,1,1,30000,4,60,4.0,0.06280000000000001,0.06280000000000001,0
25,7,4,2,10000,4,18,18.0,0.0357,0.046172822765678426,0
1,0,1,1,20000,3,36,15.0,0.1,0.09998675538247445,0
5,9,3,4,200000,2,48,0.0,0.0425,0.0425,0
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
2,5,1,1,25000,3,36,3.0,0.08560000000000001,0.08560000000000001,0
4,5,2,3,15000,6,36,14.0,0.0874,0.08738723262551151,0
5,8,2,3,15000,6,24,7.0,0.0834,0.0834,0
17,4,1,1,22500,5,48,11.0,0.07919999999999999,0.07919999999999999,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
4,7,4,4,25000,4,48,11.0,0.0592,0.059027630000000005,0
5,8,4,3,10000,1,24,24.0,0.0609,0.09498525749887204,0
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
13,5,3,2,15000,6,36,4.0,0.08560000000000001,0.08560000000000001,0
28,7,2,4,15000,6,36,11.0,0.0874,0.08739933000000001,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
9,8,2,3,15000,5,36,6.0,0.0748,0.0748,0
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
21,7,2,2,30000,7,18,18.0,0.0906,0.0906208618671939,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
35,0,1,3,15000,5,36,4.0,0.0731,0.0731,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
5,3,1,3,10000,7,36,27.0,0.0999,0.10126563327047412,0
25,8,1,1,20000,1,36,17.0,0.0649,0.06487324268037281,0
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
4,4,1,1,25000,4,36,17.0,0.0549,0.054787398047170366,0
2,8,1,1,15000,5,36,6.0,0.0748,0.0748,0
11,7,2,2,40000,1,24,14.0,0.06087675517637628,0.0659,0
3,8,2,3,10000,5,24,24.0,0.0708,0.0707999999999924,0
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
18,7,0,3,20000,6,36,11.0,0.0874,0.0873978,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
12,8,1,1,15000,5,36,16.0,0.07486817584879389,0.0748,0
19,9,4,4,15000,0,24,24.0,0.0408,0.04445457977801697,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
5,8,2,3,10000,6,36,8.0,0.0874,0.0874,0
10,2,0,0,18000,5,3,3.0,0.0605,0.06047847,0
31,8,1,1,15000,5,48,7.0,0.07919999999999999,0.07919999999999999,0
2,4,2,3,15000,5,36,0.0,0.0731,0.0731,0
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
5,0,2,1,20000,1,36,12.0,0.0649,0.06489960001800635,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
9,5,3,2,15000,1,24,5.0,0.060899999999999996,0.060899999999999996,0
4,4,1,1,10000,6,36,8.0,0.0874,0.0874,0
3,7,4,1,15000,1,36,2.0,0.06309999999999999,0.06309999999999999,0
1,8,1,1,20000,3,36,5.0,0.08,0.08,0
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
12,7,1,1,10000,1,24,4.0,0.060899999999999996,0.060899999999999996,0
2,5,1,1,10000,6,24,24.0,0.0834,0.08340000000001145,0
4,9,1,3,10000,6,36,12.0,0.0874,0.08740000000091044,0
6,5,2,3,25000,6,24,22.0,0.0834,0.083262320384065,0
4,2,1,1,20000,7,36,18.0,0.0999,0.09989860017732344,0
3,8,3,4,50000,6,12,12.0,0.0731,0.073,0
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
26,7,2,4,30000,0,36,2.0,0.0431,0.0431,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
12,6,4,2,18000,7,2,2.0,0.08,0.07999999999982359,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
3,4,2,1,20000,5,36,8.0,0.0748,0.0748,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
4,7,1,1,15000,5,48,4.0,0.0779,0.0779,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
16,7,2,3,15000,5,48,12.0,0.07919999999999999,0.07919933337178925,0
8,7,4,2,15000,5,36,5.0,0.0731,0.0731,0
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
5,8,1,1,20000,0,48,5.0,0.0492,0.0492,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
7,0,2,3,30000,1,36,36.0,0.0649,0.06480250193960882,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
16,8,2,1,12000,1,24,9.0,0.060899999999999996,0.060899999999999996,0
3,7,3,2,40000,4,24,14.0,0.0509,0.050873046364721966,0
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
7,7,4,3,15000,5,36,9.0,0.0748,0.0748,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
3,7,1,1,5000,5,12,12.0,0.0617,0.06176390226203368,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
25,8,3,4,30000,5,24,24.0,0.07079645043014725,0.07079686726651428,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
6,7,2,3,30000,4,60,11.0,0.0639,0.06370509,0
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
29,7,2,3,10000,4,36,12.0,0.054900000000000004,0.05485383278042254,0
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
22,4,3,4,15000,1,24,24.0,0.0609,0.060852538116270574,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
5,8,2,3,30000,2,60,16.0,0.1,0.07408537001422918,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
2,0,2,1,50000,1,48,0.0,0.0679,0.0679,0
4,8,1,1,10000,6,36,10.0,0.0874,0.0874,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
19,9,4,4,25000,0,24,24.0,0.0408,0.04418773794298108,0
21,8,3,4,20000,4,36,3.0,0.053099999999999994,0.053099999999999994,0
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
5,9,2,1,15000,1,36,5.0,0.0649,0.0649,0
12,7,2,2,4000,5,3,3.0,0.0605,0.06048413,0
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
4,8,3,3,25000,1,36,0.0,0.06309999999999999,0.06309999999999999,0
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
19,4,2,0,15000,1,18,18.0,0.0557,0.055693333627626504,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
22,3,2,2,15000,4,36,0.0,0.053099999999999994,0.053099999999999994,0
10,4,3,2,20000,7,36,15.0,0.09990000000019456,0.09989770011943247,0
8,0,3,3,20000,1,48,16.0,0.0692,0.0691,0
5,4,1,1,5000,6,24,4.0,0.0834,0.0834,0
14,6,2,4,80000,4,48,6.0,0.0592,0.0592,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
33,4,2,2,20000,5,36,5.0,0.0731,0.0731,0
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
37,5,2,3,15000,1,24,23.0,0.060899999999999996,0.0608955674540992,0
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
20,4,4,3,20000,6,48,3.0,0.0904,0.0904,0
8,5,4,4,60000,5,36,11.0,0.0748,0.0745899,0
11,8,2,3,15000,6,24,23.0,0.0834,0.08339293823779903,0
28,8,2,2,10000,5,24,24.0,0.0716,0.07463272366469079,0
40,8,0,4,15000,4,12,12.0,0.0406,0.044526363496424706,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
3,0,2,4,25000,7,24,22.0,0.0999,0.09987567436393091,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
4,0,2,3,6000,4,36,2.0,0.053099999999999994,0.053099999999999994,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
30,4,3,0,30000,4,24,24.0,0.0509,0.05380020035387096,0
14,8,1,1,15000,6,36,17.0,0.0874,0.08739446964016967,0
18,7,4,2,25000,1,48,7.0,0.0692,0.0692,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
17,8,1,1,15000,5,48,1.0,0.0779,0.0779,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
8,4,1,1,15000,6,36,12.0,0.0874,0.0874000000003946,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
8,9,2,4,50000,1,48,4.0,0.0679,0.0679,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
5,5,2,3,40000,1,48,6.0,0.0692,0.0692,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
5,7,2,1,20000,6,24,23.0,0.0834,0.0831,0
4,7,2,1,40000,1,36,12.0,0.0649,0.06468675772460424,0
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
10,8,3,4,15000,4,12,12.0,0.0406,0.04260486874734519,0
6,5,2,1,20000,4,24,11.0,0.0509,0.0509,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
3,8,1,1,15000,5,36,5.0,0.0748,0.0748,0
9,7,4,3,10000,4,24,24.0,0.0509,0.05428776089230443,0
14,8,1,3,20000,5,36,10.0,0.0748,0.0748,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
9,2,3,3,80000,4,60,1.0,0.06280000000000001,0.06280000000000001,0
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
16,0,3,0,20000,5,24,24.0,0.0708,0.07079657565495753,0
4,7,0,4,25000,4,48,16.0,0.0592,0.0592,0
7,9,2,4,25000,1,48,10.0,0.0692,0.0692,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
31,7,0,4,32000,6,36,21.0,0.0874,0.08723886286278,0
14,7,3,3,40000,4,48,6.0,0.0592,0.0592,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
6,8,2,3,25000,6,36,14.0,0.0874,0.08738102288277899,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
4,8,2,1,20000,6,24,19.0,0.0834,0.08320620426281272,0
5,6,2,3,7500,5,3,2.0,0.0605,0.0605,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
18,1,2,4,10000,5,24,24.0,0.0708,0.0733,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
4,7,2,3,20000,5,36,7.0,0.0748,0.0748,0
1,7,1,1,12500,3,36,0.0,0.09,0.09,0
9,8,4,3,30000,0,48,5.0,0.0479,0.0479,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
16,7,2,3,18000,4,36,14.0,0.0549,0.054884725742579465,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
3,8,3,2,15000,6,24,6.0,0.0834,0.0834,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
19,4,4,3,30000,1,48,8.0,0.0692,0.0692,0
10,7,4,2,15000,4,24,24.0,0.0509,0.059101555700418223,0
4,8,1,1,30000,5,36,17.0,0.0748,0.07478087891344923,0
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
10,4,4,3,25000,1,36,18.0,0.0649,0.07125416467436424,0
9,8,2,2,15000,1,36,9.0,0.0649,0.0649,0
21,7,1,1,5000,5,24,1.0,0.0708,0.0708,0
9,4,2,3,10000,1,36,7.0,0.0649,0.0649,0
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
14,7,1,2,20000,1,36,10.0,0.0649,0.0649,0
8,5,2,1,20000,1,36,6.0,0.0649,0.0649,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
2,3,2,1,30000,5,48,8.0,0.07919999999999999,0.07919999999999999,0
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
21,8,4,4,30000,5,48,10.0,0.07919999999999999,0.07919999999999999,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
5,7,4,3,20000,5,36,36.0,0.0815,0.08148806997864327,0
26,8,3,0,30000,1,48,8.0,0.0692,0.0692,0
9,4,3,4,25000,5,36,8.0,0.0748,0.0748,0
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
6,9,2,3,10000,7,12,12.0,0.0856,0.08548491179088104,0
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
2,8,1,1,10000,3,36,5.0,0.09,0.08998975,0
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
12,8,4,2,25000,5,12,2.0,0.0605,0.0605,0
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
3,5,3,2,50000,5,48,5.0,0.07919999999999999,0.07919999999999999,0
5,8,4,3,15000,5,36,6.0,0.0748,0.0748,0
16,0,2,3,20000,7,24,24.0,0.0959,0.0958839242397829,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
16,8,2,1,5000,5,3,3.0,0.06,0.06,0
10,2,0,0,16000,5,3,3.0,0.0605,0.06049563,0
3,7,2,3,15000,6,36,13.0,0.0874,0.0874000000004045,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
4,5,1,3,30000,1,36,8.0,0.0649,0.0649,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
41,2,1,3,20000,4,36,7.0,0.054900000000000004,0.054900000000000004,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
